batch,bo_random_fraction,budget,coverage_error,coverage_weight,design_space,dumb_psi_unit,estimator,final_score_only,flow_samples_per_pair,fmpe_max_iter,initial,marginal_jitter_std,method,n_obs,noise_std,ode_steps,posterior_mean_predictive_rmse,posterior_quality_objective,posterior_samples,predictive_timeout_seconds,predictive_weight,prior_std_normalized_rmse,prior_std_normalized_rmse_alpha,prior_std_normalized_rmse_beta,prior_std_normalized_rmse_delta,prior_std_normalized_rmse_gamma,range_normalized_rmse,range_normalized_rmse_alpha,range_normalized_rmse_beta,range_normalized_rmse_delta,range_normalized_rmse_gamma,raw_rmse,replicate,reward_mode,rmse_alpha,rmse_beta,rmse_delta,rmse_gamma,round,rounds,seed,simulations,target_mode,target_psi_unit,target_seed,target_theta,validation
14,0.2,430,0.2758333333333333,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9254686072894743,-0.3901527945897879,32,0.5,0.1,0.7920585222847099,0.92213876379621,0.8829115203346688,0.6610428490840777,0.7021409559238826,0.22864760052750718,0.2661985317539653,0.2548746019679214,0.1908266334322847,0.2026906349558574,0.16756349910339585,0,rmse_coverage_predictive,0.2661985317539653,0.015292476118075283,0.011449598005937082,0.2026906349558574,25,30,717,430,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,444,0.3216666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9774370479187612,-0.4086089023473775,32,0.5,0.1,0.798297128058135,0.8817992390475612,0.848910084945417,0.6644493051937541,0.7980298830458078,0.2304485308888347,0.25455351401765836,0.2450592330305123,0.1918099926082369,0.2303713838989314,0.1719135744943483,0,rmse_coverage_predictive,0.25455351401765836,0.014703553981830738,0.011508599556494213,0.2303713838989314,26,30,717,444,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,458,0.2808333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9422349022269029,-0.38087587997910577,32,0.5,0.1,0.7497842054421662,0.8735207967416254,0.8061388561450703,0.6077455218013256,0.7117316470806432,0.21644405642308215,0.25216373357075694,0.23271224279978667,0.17544102030539246,0.20545922901639255,0.16286943210648144,0,rmse_coverage_predictive,0.25216373357075694,0.0139627345679872,0.010526461218323548,0.20545922901639255,27,30,717,458,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,472,0.18083333333333332,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9571610641314057,-0.3530467002073593,32,0.5,0.1,0.7348130650692246,0.850150063827568,0.8058152665432654,0.6053971555752578,0.6778897743308072,0.21212226046088542,0.24541718410121197,0.23261883052793217,0.1747631053690044,0.19568992184539313,0.15718531495654745,0,rmse_coverage_predictive,0.24541718410121197,0.01395712983167593,0.010485786322140265,0.19568992184539313,28,30,717,472,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,486,0.2775,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9818169821437454,-0.395328070134848,32,0.5,0.1,0.7890231773518541,0.9256763469529392,0.8247601759497257,0.669956725736597,0.7356994607681545,0.22777137192047342,0.26721974404787446,0.23808775480072863,0.1933998479747123,0.21237814085857828,0.17091634483879486,0,rmse_coverage_predictive,0.26721974404787446,0.014285265288043717,0.011603990878482738,0.21237814085857828,29,30,717,486,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,500,0.29000000000000004,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9596266377627348,-0.3794925289736396,32,0.5,0.1,0.7310288968724985,0.819121568005013,0.792943356593456,0.6020781109846629,0.709972551906862,0.2110298651973661,0.23646002889336135,0.22890303019067865,0.17380497972508827,0.2049514219803362,0.1566970068328994,0,rmse_coverage_predictive,0.23646002889336135,0.013734181811440718,0.010428298783505296,0.2049514219803362,30,30,717,500,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,500,0.30916666666666665,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo_marginal_random,10,0.06,8,0.9977622146978288,-0.39421842821980246,32,0.5,0.1,0.7522315366307786,0.7935857661260486,0.7922510254424991,0.6444955409793784,0.7785938139751881,0.21715054008335294,0.2290884778489648,0.228703171402492,0.18604983703797884,0.22476067404397615,0.16071076670275958,0,rmse_coverage_predictive,0.2290884778489648,0.013722190284149519,0.01116299022227873,0.22476067404397615,30,30,717,500,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,500,0.26833333333333337,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,random,10,0.06,8,0.8663287989965229,-0.3719338972135303,32,0.5,0.1,0.7559282315286248,0.7860479576832372,0.7555318321315769,0.6363289011535763,0.8458042351461087,0.21821768398054467,0.22691249998218632,0.21810325333124853,0.18369233118707803,0.24416265142166574,0.1668812495783797,1,rmse_coverage_predictive,0.22691249998218632,0.013086195199874912,0.011021539871224681,0.24416265142166574,30,30,10717,500,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,500,0.36333333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,fixed_dumb,10,0.06,8,0.9896208339710008,-0.5219515022365571,32,0.5,0.1,1.150622432279597,1.1117027360644263,1.0774331008462814,1.0282925696653618,1.3850613225423187,0.3321560855061237,0.32092093696282004,0.31102814540370693,0.2968424959509943,0.39983276370697346,0.256671950660439,1,rmse_coverage_predictive,0.32092093696282004,0.018661688724222414,0.01781054975705966,0.39983276370697346,30,30,10717,500,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,80,0.09500000000000003,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9421073069864152,-0.3614762602464485,32,0.5,0.1,0.8435625392176835,0.8560712230169862,0.8710601054943103,0.7257281508041074,0.9213906775553303,0.24351552954780695,0.24712647552717462,0.25145339319374194,0.20949967161262037,0.26598257785769086,0.18179924006110548,1,rmse_coverage_predictive,0.24712647552717462,0.015087203591624517,0.012569980296757221,0.26598257785769086,0,30,10717,80,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,94,0.35000000000000003,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.973169122487907,-0.4495878712524793,32,0.5,0.1,0.9171935067262497,0.9303175600940239,1.0202335040515194,0.782452310667448,0.9357706520920075,0.2647709590036886,0.2685595468760603,0.29451604410020993,0.2258745260959479,0.2701337189425361,0.190782853484254,1,rmse_coverage_predictive,0.2685595468760603,0.017670962646012596,0.013552471565756874,0.2701337189425361,1,30,10717,94,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,108,0.37000000000000005,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9644106646812313,-0.4556209018792228,32,0.5,0.1,0.9238060485722608,0.9333299907616748,1.007260891352177,0.7350189059313845,1.0196144062438066,0.26667983541109963,0.26942916070450196,0.29077117338318087,0.21218168159947456,0.29433732595724116,0.19980802178478022,1,rmse_coverage_predictive,0.26942916070450196,0.017446270402990852,0.012730900895968473,0.29433732595724116,2,30,10717,108,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,122,0.3491666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.9882399761825528,-0.45853007995131595,32,0.5,0.1,0.9436712172967632,0.9111960209484208,0.9711173545136836,0.8368558152800751,1.0555156784448734,0.272414415666394,0.26303963398954333,0.28033743302159625,0.24157946511242756,0.3047011305420091,0.2015723486582876,1,rmse_coverage_predictive,0.26303963398954333,0.016820245981295775,0.014494767906745653,0.3047011305420091,3,30,10717,122,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,136,0.385,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8913570653423998,-0.44724812538567144,32,0.5,0.1,0.9071180280871228,0.9624739964357026,0.974562453600309,0.7372006414601643,0.9542350208523157,0.26186241885143147,0.27784231046508395,0.2813319474641203,0.2128114943968953,0.27546392307962636,0.1959111363804489,1,rmse_coverage_predictive,0.27784231046508395,0.016879916847847218,0.012768689663813719,0.27546392307962636,4,30,10717,136,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,150,0.32333333333333336,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8898634866363266,-0.4144174607498474,32,0.5,0.1,0.8473115604369634,0.8359892937040986,0.9466385425677555,0.6916889118403176,0.914929493635682,0.24459777875288138,0.24132932187985326,0.27327100868838433,0.19967338972324333,0.26411739472004453,0.17917184992138474,1,rmse_coverage_predictive,0.24132932187985326,0.01639626052130306,0.0119804033833946,0.26411739472004453,5,30,10717,150,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,164,0.27916666666666673,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.811195398941864,-0.38083037698104416,32,0.5,0.1,0.7964633696037164,0.7604800641804549,0.8872052959779004,0.6918483840292174,0.8463197342272932,0.22991917042019108,0.2195316848839648,0.25611410822965125,0.19971942537883813,0.24431146318831018,0.16451594750989493,1,rmse_coverage_predictive,0.2195316848839648,0.015366846493779073,0.011983165522730288,0.24431146318831018,6,30,10717,164,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,178,0.18333333333333335,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8636865461961001,-0.3713351314346149,32,0.5,0.1,0.8283815085678267,0.7950538989588147,0.878076641898166,0.7509366125451816,0.8894588808691443,0.23913314348167153,0.22951229129206663,0.2534788927845144,0.21677672769865317,0.2567646621514519,0.17248511595164964,1,rmse_coverage_predictive,0.22951229129206663,0.015208733567070865,0.01300660366191919,0.2567646621514519,7,30,10717,178,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,192,0.2866666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8177512768089905,-0.3782763173618149,32,0.5,0.1,0.7788496343123871,0.7710741286256995,0.8707086217633864,0.6462982353427225,0.82731755151774,0.22483452301424914,0.22258992786360188,0.2513519285804096,0.18657023007595044,0.23882600553703467,0.1635060299966069,1,rmse_coverage_predictive,0.22258992786360188,0.015081115714824575,0.011194213804557027,0.23882600553703467,8,30,10717,192,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
14,0.2,206,0.31916666666666665,0.25,wide_window,"0.0,0.0",rectified_fmpe,True,3,220,80,0.04,bo,10,0.06,8,0.8223248017628321,-0.42698395892102736,32,0.5,0.1,0.917847712966264,0.941508659808846,1.035600467492795,0.762722842807409,0.9315588817560062,0.2649598120780775,0.27179013909250055,0.29895210433993374,0.22017911930596712,0.2689178855739085,0.19149606603558858,1,rmse_coverage_predictive,0.27179013909250055,0.017937126260396025,0.013210747158358026,0.2689178855739085,9,30,10717,206,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
