batch_index,method,pred0,prey0,psi0_unit,psi1_unit,replicate,round,t_end,t_span,t_start
37,random,15.0,40.0,0.10315931941937628,0.45741026776677496,0,0,20.613000300162113,4.269505027226279,16.343495272935833
38,random,15.0,40.0,0.8071420209402085,0.6051366672621766,0,0,32.00683070034896,19.757124460684587,12.249706239664366
39,random,15.0,40.0,0.0464839338023344,0.8168394333003812,0,0,33.22720698588308,3.0226465436513568,30.20456044223172
40,random,15.0,40.0,0.39528170273858776,0.8579082732518014,0,0,35.836172096838524,10.69619746024893,25.139974636589592
41,random,15.0,40.0,0.8287705130008882,0.3374058958697098,0,0,26.902470066060314,20.232951286019542,6.669518780040772
42,random,15.0,40.0,0.17792094483167809,0.702236780680279,0,0,29.85052055883531,5.914260786296918,23.936259772538392
43,random,15.0,40.0,0.9354052905050291,0.04363640891352605,0,0,23.33910991918486,22.57891639111064,0.7601935280742222
44,random,15.0,40.0,0.834217373991562,0.8754697541730737,0,0,37.55332714101456,20.352782227814366,17.2005449132002
45,random,15.0,40.0,0.7392791464755993,0.9766572286943969,0,0,39.492624819425075,18.264141222463184,21.228483596961887
46,random,15.0,40.0,0.49529548996637407,0.7994810848556935,0,0,34.5652357396427,12.89650077926023,21.668734960382473
47,random,15.0,40.0,0.9008018734338579,0.8768642510230692,0,0,37.76110163290884,21.817641215544874,15.943460417363967
48,random,15.0,40.0,0.22723272818049056,0.7913062962820732,0,0,33.112924131016925,6.999120019970793,26.113804111046132
49,random,15.0,40.0,0.21550949435459232,0.3428979590262151,0,0,18.145580471968056,6.741208875801031,11.404371596167026
50,random,15.0,40.0,0.9830501738828973,0.402647506015655,0,0,30.21960963637013,23.62710382542374,6.592505810946389
51,random,15.0,40.0,0.20112071352197503,0.9502101624118959,0,0,38.328289060213024,6.42465569748345,31.903633362729575
52,random,15.0,40.0,0.1832904704095235,0.6955126749736938,0,0,29.657293399832167,6.032390349009518,23.62490305082265
53,random,15.0,40.0,0.7937168720567228,0.4977139535136307,0,0,29.683934246805737,19.4617711852479,10.222163061557836
54,random,15.0,40.0,0.346530251880371,0.9858128872940944,0,0,39.5690475194431,9.623665541368162,29.945381978074945
55,random,15.0,40.0,0.8833090973629697,0.837617250490534,0,0,36.98500703636381,21.432800141985332,15.55220689437848
56,random,15.0,40.0,0.6891056471738355,0.2566055335741282,0,0,23.02111142343754,17.16032423782438,5.860787185613158
57,random,15.0,40.0,0.9695859124283862,0.28580599490763925,0,0,28.09502162021421,23.330890073424495,4.764131546789717
58,random,15.0,40.0,0.8123592449525621,0.6052609541401873,0,0,32.054654348782506,19.871903388956365,12.18275095982614
59,random,15.0,40.0,0.9146203091140971,0.8202001440236537,0,0,36.78547466963747,22.121646800510135,14.663827869127337
60,random,15.0,40.0,0.36163004082453054,0.8901334661185006,0,0,36.699154573424984,9.955860898139672,26.74329367528531
61,random,15.0,40.0,0.5519483783118257,0.04458485680209112,0,0,15.295701014337688,14.142864322860166,1.152836691477521
62,random,15.0,40.0,0.6313014004582742,0.6717877726520983,0,0,32.08635381376945,15.888630810082033,16.19772300368742
63,random,15.0,40.0,0.3675990183072191,0.9038847992924433,0,0,37.12492314845183,10.08717840275882,27.037744745693004
64,random,15.0,40.0,0.9501251688301638,0.5510358806983908,0,0,32.32394987884165,22.902753714263604,9.421196164578047
65,random,15.0,40.0,0.5899964540734917,0.8116587982672085,0,0,35.28768844007624,14.979921989616816,20.307766450459425
66,random,15.0,40.0,0.5579482032085644,0.4445695480827364,0,0,25.711474125544264,14.274860470588417,11.436613654955847
67,random,15.0,40.0,0.5817605104295386,0.7696643750501423,0,0,34.195250008206,14.79873122944985,19.39651877875615
68,random,15.0,40.0,0.7629957982254484,0.3391136312242362,0,0,25.97989548108938,18.785907560959863,7.193987920129515
69,random,15.0,40.0,0.3817673986961835,0.9263825823958028,0,0,37.82084219142518,10.398882771316037,27.42195942010914
70,random,15.0,40.0,0.5726726943085366,0.5348536600086436,0,0,28.18472445128176,14.598799274787806,13.585925176493955
71,random,15.0,40.0,0.5450300939044861,0.4375827245892433,0,0,25.371899023865105,13.990662065898693,11.38123695796641
72,random,15.0,40.0,0.4113153491631011,0.5671136784524692,0,0,27.467481128089396,11.048937681588225,16.41854344650117
73,random,15.0,40.0,0.09238598033795065,0.168970194795796,0,0,10.109928473604871,4.032491567434914,6.077436906169957
74,random,15.0,40.0,0.21893618396029768,0.24441501110960928,0,0,14.927118092922765,6.8165960471265485,8.110522045796216
75,random,15.0,40.0,0.7006564980601466,0.8542355252967413,0,0,36.70782814179373,17.414442957323224,19.29338518447051
76,random,15.0,40.0,0.4705550151287399,0.7460310311418467,0,0,32.97831936702231,12.352210332832277,20.62610903419003
77,random,15.0,40.0,0.5728361193402758,0.2309388189021674,0,0,20.467687613619653,14.602394625486067,5.865292988133587
78,random,15.0,40.0,0.03921639506829999,0.28075199045510935,0,0,13.289114547370975,2.8627606915026,10.426353855868374
79,random,15.0,40.0,0.8872403940352971,0.005384772542291416,0,0,21.61880309571492,21.519288668776536,0.09951442693838596
0,random,15.0,40.0,0.029519116888919172,0.15343352179902225,0,1,8.380251514496463,2.649420571556222,5.730830942940241
1,random,15.0,40.0,0.21185455960532762,0.8560735052983801,0,1,35.201605852650545,6.660800311317208,28.540805541333338
2,random,15.0,40.0,0.5628581405723705,0.813029060112529,0,1,35.210342826730965,14.382879092592152,20.827463734138817
3,random,15.0,40.0,0.6571965982926858,0.28790529549995914,0,1,23.236098013111015,16.45832516243909,6.777772850671926
4,random,15.0,40.0,0.41017866629449773,0.8128644477320773,0,1,34.577547261220836,11.02393065847895,23.553616602741887
5,random,15.0,40.0,0.06065747519320153,0.7193601647334803,0,1,29.710190144482116,3.3344644542504334,26.375725690231683
6,random,15.0,40.0,0.7470181704224121,0.07546313345216438,0,1,20.061807518988193,18.434399749293068,1.6274077696951268
7,random,15.0,40.0,0.6612942306189241,0.9350854551648182,0,1,38.477654803883794,16.54847307361633,21.929181730267466
8,random,15.0,40.0,0.4983519551647949,0.8227509403934314,0,1,35.2078488738836,12.963743013625487,22.24410586025811
9,random,15.0,40.0,0.3941630611517626,0.4772962621939265,0,1,24.66992908148963,10.671587345338777,13.998341736150854
10,random,15.0,40.0,0.9911901855743904,0.31111994361486006,0,1,28.844403177756117,23.80618408263659,5.038219095119527
11,random,15.0,40.0,0.2647699579629066,0.8447169917373544,0,1,35.003759748560654,7.824939075183945,27.178820673376713
12,random,15.0,40.0,0.6030098237161136,0.4661346356375855,0,1,26.795489457779254,15.266216121754498,11.529273336024755
13,random,15.0,40.0,0.509404476170214,0.04787175863839954,0,1,14.489531365087993,13.206898475744708,1.2826328893432841
0,random,15.0,40.0,0.8733429936842573,0.11653431683477355,0,2,23.402812459883577,21.21354586105366,2.189266598829916
1,random,15.0,40.0,0.3436694916953109,0.7632235609886078,0,2,32.79269776325746,9.560728817296841,23.231968945960617
2,random,15.0,40.0,0.8149789877501818,0.1523166365833436,0,2,22.986603038066534,19.929537730504002,3.0570653075625316
3,random,15.0,40.0,0.19388508324692622,0.26477490875605414,0,2,15.197528449193406,6.265471831432377,8.93205661776103
4,random,15.0,40.0,0.10574429670239804,0.3262282861460628,0,2,15.964120225978373,4.3263745274527565,11.637745698525617
5,random,15.0,40.0,0.6909878782048681,0.69082216552783,0,2,32.951281278315356,17.201733320507095,15.74954795780826
6,random,15.0,40.0,0.920593486766131,0.8527724656471669,0,2,37.38716129694515,22.25305670885488,15.13410458809027
7,random,15.0,40.0,0.8344622487396095,0.026109643275579297,0,2,20.871010660629786,20.35816947227141,0.512841188358377
8,random,15.0,40.0,0.20248912528442586,0.6863655428311551,0,2,29.479057099189745,6.454760756257369,23.024296342932377
9,random,15.0,40.0,0.2557314532231906,0.711195760452493,0,2,30.650278110477785,7.626091970910193,23.024186139567593
10,random,15.0,40.0,0.5072935356768067,0.6483030627712366,0,2,30.560615206323625,13.160457784889747,17.400157421433878
11,random,15.0,40.0,0.8821427845643753,0.43714152172068566,0,2,29.534851822975643,21.407141260416257,8.127710562559386
12,random,15.0,40.0,0.30904657912569233,0.5823754932652349,0,2,26.969708097718467,8.799024740765232,18.170683356953237
13,random,15.0,40.0,0.3388379301145883,0.15843355374259405,0,2,14.29387696170106,9.454434462520943,4.839442499180117
0,random,15.0,40.0,0.8972882704551387,0.04833722933387996,0,3,22.622963228733497,21.74034195001305,0.8826212787204466
1,random,15.0,40.0,0.23346746006159635,0.6310896216076509,0,3,27.876234139830466,7.13628412135512,20.739950018475348
2,random,15.0,40.0,0.3953417109384647,0.827487758197972,0,3,34.9449630778235,10.697517640646224,24.247445437177277
3,random,15.0,40.0,0.1940325913038694,0.14995974959084768,0,3,11.327051759440725,6.268717008685127,5.058334750755598
4,random,15.0,40.0,0.2532198119440061,0.14153378774794156,0,3,12.160658296610269,7.570835862768135,4.589822433842134
5,random,15.0,40.0,0.9821777296116232,0.3246338946904992,0,3,28.929338053568628,23.60791005145571,5.321428002112917
6,random,15.0,40.0,0.5882780946600212,0.28821676057630885,0,3,22.164219635680084,14.942118082520468,7.222101553159618
7,random,15.0,40.0,0.8916740823970406,0.23981212691230147,0,3,26.02533695473375,21.616829812734892,4.408507141998857
8,random,15.0,40.0,0.6728082301372549,0.9216615241722309,0,3,38.182686886558066,16.801781063019607,21.38090582353846
9,random,15.0,40.0,0.2504994119180035,0.33498015663799885,0,3,18.394161705115607,7.510987062196078,10.883174642919528
10,random,15.0,40.0,0.7955483188730366,0.5662571706518372,0,3,31.109166816415453,19.502063015206804,11.607103801208646
11,random,15.0,40.0,0.08195533554639323,0.7481992015162187,0,3,30.88557087408925,3.803017382020651,27.082553492068598
12,random,15.0,40.0,0.6848102309878743,0.8560997226373344,0,3,36.69976586817752,17.065825081733234,19.63394078644429
13,random,15.0,40.0,0.5288988469148048,0.45477520436442154,0,3,25.625570611710405,13.635774632125706,11.989795979584699
0,random,15.0,40.0,0.2043097397372955,0.5311904419518293,0,4,24.292448687575437,6.4948142742205,17.797634413354935
1,random,15.0,40.0,0.37653521298931736,0.8691246029884324,0,4,36.1108772143143,10.283774685764982,25.827102528549315
2,random,15.0,40.0,0.39272656870105593,0.761492744853573,0,4,32.997423294762974,10.639984511423231,22.35743878333974
3,random,15.0,40.0,0.12491182431114922,0.37878219476050023,0,4,18.10086728653376,4.748060134845283,13.352807151688477
4,random,15.0,40.0,0.6601052787131484,0.3878519123100621,0,4,25.62818071662468,16.522316131689266,9.105864584935414
5,random,15.0,40.0,0.8281987143846954,0.7131728629277925,0,4,34.326665847080704,20.220371716463298,14.106294130617409
6,random,15.0,40.0,0.49611275706104774,0.2814435177503356,0,4,20.537524499798067,12.91448065534305,7.623043844455017
7,random,15.0,40.0,0.6064251666282255,0.4042841352831934,0,4,25.310453176288622,15.341353665820963,9.96909951046766
8,random,15.0,40.0,0.16697862060265134,0.16889695317881825,0,4,11.47116590820605,5.6735296532583295,5.797636254947721
9,random,15.0,40.0,0.6645192750649237,0.23211554642508203,0,4,22.04641921346417,16.61942405142832,5.426995162035846
10,random,15.0,40.0,0.8370038215771782,0.9257957798260211,0,4,38.546642382369846,20.41408407469792,18.132558307671925
11,random,15.0,40.0,0.2615098367459524,0.9930193049874894,0,4,39.774895038612684,7.753216408410953,32.021678630201734
12,random,15.0,40.0,0.839102435996868,0.24650086164811946,0,4,25.276817917905827,20.460253591931096,4.816564325974732
13,random,15.0,40.0,0.3142474534660925,0.15253590609424195,0,4,13.655259966685541,8.913443976254035,4.741815990431506
0,random,15.0,40.0,0.305375890061537,0.2456383447140883,0,5,16.402262061182405,8.718269581353812,7.683992479828594
1,random,15.0,40.0,0.9636808862932089,0.3567658080009146,0,5,29.1942956213098,23.200979498450597,5.993316122859203
2,random,15.0,40.0,0.5380915947096578,0.2950102313558872,0,5,21.556068306525187,13.838015083612472,7.718053222912716
3,random,15.0,40.0,0.6266295412507547,0.7289045822196065,0,5,33.43565486448106,15.785849907516603,17.649804956964456
4,random,15.0,40.0,0.9136221857216545,0.10447925360616284,0,5,23.96989931398154,22.0996880858764,1.8702112281051375
5,random,15.0,40.0,0.2071436516718571,0.3014905762477842,0,5,16.639861338207048,6.557160336780856,10.082701001426193
6,random,15.0,40.0,0.5969981617879929,0.3157964174044745,0,5,22.986566045532363,15.133959559335844,7.852606486196521
7,random,15.0,40.0,0.4116411350811525,0.6226849507407427,0,5,29.07903282167442,11.056104971785356,18.022927849889065
8,random,15.0,40.0,0.066410490764091,0.44054777518316024,0,5,19.558192386761363,3.461030796810002,16.097161589951362
9,random,15.0,40.0,0.13948223529135895,0.6403435900257918,0,5,27.436701380981585,5.068609176409897,22.36809220457169
10,random,15.0,40.0,0.8253808418244248,0.5637289059263091,0,5,31.343674088784276,20.158378520137347,11.185295568646927
11,random,15.0,40.0,0.08744436463250038,0.5436205203719933,0,5,23.53555167393815,3.9237760219150086,19.611775652023145
12,random,15.0,40.0,0.7233774093323867,0.9754374962525137,0,5,39.45751998480215,17.914303005312508,21.543216979489635
13,random,15.0,40.0,0.9094921776011606,0.8315044053928853,0,5,36.96856676054904,22.008827907225534,14.959738853323504
0,random,15.0,40.0,0.5968266700589427,0.594903791392962,0,6,29.925332940134265,15.13018674129674,14.795146198837525
1,random,15.0,40.0,0.6342407943291907,0.9094481069923708,0,6,37.82252556579184,15.953297475242195,21.869228090549647
2,random,15.0,40.0,0.41451169410561983,0.5916079240016375,0,6,28.205333520252857,11.119257270323637,17.08607624992922
3,random,15.0,40.0,0.4459923867928701,0.15432726802525298,0,6,16.162035388899035,11.811832509443143,4.350202879455891
4,random,15.0,40.0,0.1379591219130667,0.11433317887304328,0,6,9.03274877008031,5.035100682087467,3.9976480879928427
5,random,15.0,40.0,0.39441794129293883,0.9608148904085027,0,6,38.85098266112027,10.677194708444654,28.173787952675614
6,random,15.0,40.0,0.40931853109131433,0.8992598804922891,0,6,37.079041008961894,11.005007684008916,26.074033324952982
7,random,15.0,40.0,0.4878847152724475,0.230073641701657,0,6,19.006775030844032,12.733463735993844,6.27331129485019
8,random,15.0,40.0,0.04162851521369293,0.413174585075305,0,6,18.238064988547023,2.9158273347012447,15.32223765384578
9,random,15.0,40.0,0.8440616976672118,0.18460448554529285,0,6,24.156341139140263,20.56935734867866,3.5869837904616007
10,random,15.0,40.0,0.42263092202805463,0.6604842021100492,0,6,30.255176923698926,11.297880284617202,18.957296639081722
11,random,15.0,40.0,0.40672803948022285,0.46757396451411115,0,6,24.531967798327095,10.948016868564903,13.58395092976219
12,random,15.0,40.0,0.06721557779652765,0.5322124126788679,0,6,22.915809167089318,3.4787427115236085,19.43706645556571
13,random,15.0,40.0,0.36185607143312304,0.9429267003167967,0,6,38.28556565219424,9.960833571528706,28.324732080665534
0,random,15.0,40.0,0.8307989597016412,0.6735769575229721,0,7,33.56214671634925,20.277577113436106,13.284569602913141
1,random,15.0,40.0,0.8731596328520984,0.7814919135582734,0,7,35.89412640693318,21.209511922746167,14.68461448418702
2,random,15.0,40.0,0.03429850418284308,0.9194926695040421,0,7,37.00146962341243,2.7545670920225476,34.246902531389885
3,random,15.0,40.0,0.8283528815280576,0.4534093503284894,0,7,29.190493985259753,20.22376339361727,8.966730591642484
4,random,15.0,40.0,0.6261308372400662,0.5103408385797138,0,7,28.13794728148088,15.774878419281457,12.363068862199423
5,random,15.0,40.0,0.6946752127290419,0.6991452726908811,0,7,33.165439439521485,17.282854680038923,15.88258475948256
6,random,15.0,40.0,0.17442151216524748,0.6262817438350666,0,7,27.23276533974156,5.837273267635444,21.39549207210612
7,random,15.0,40.0,0.4826166536513611,0.7554826319341691,0,7,33.304519400080956,12.617566380329944,20.686953019751012
8,random,15.0,40.0,0.714274172472993,0.06313987959183465,0,7,19.121165143494515,17.714031794405845,1.4071333490886702
9,random,15.0,40.0,0.9482664597736827,0.6350058163015242,0,7,33.744679352560176,22.86186211502102,10.882817237539156
10,random,15.0,40.0,0.6044943548771112,0.4757778904928387,0,7,27.051124568502566,15.298875807296447,11.75224876120612
11,random,15.0,40.0,0.97163791594143,0.009103078286807675,0,7,23.527363413274752,23.37603415071146,0.15132926256329082
12,random,15.0,40.0,0.28504102736708326,0.2336021344996846,0,7,15.682887479979307,8.270902602075832,7.411984877903474
13,random,15.0,40.0,0.7717342308520552,0.12830655585598616,0,7,21.675393854943184,18.978153078745216,2.6972407761979675
0,random,15.0,40.0,0.4586314246098897,0.6433819436869032,0,8,30.046751298689,12.089891341417573,17.956859957271426
1,random,15.0,40.0,0.9998710643980524,0.33632159422655017,0,8,29.379262928580346,23.997163416757154,5.382099511823193
2,random,15.0,40.0,0.9880855751063946,0.1953392782779534,0,8,26.91451291830384,23.73788265234068,3.176630265963157
3,random,15.0,40.0,0.7396541036028591,0.8225169090668051,0,8,36.14371666817345,18.2723902792629,17.871326388910546
4,random,15.0,40.0,0.0588558164581926,0.1053558278444301,0,8,7.161931748307502,3.2948279620802374,3.8671037862272644
5,random,15.0,40.0,0.5078424216427672,0.657652485451752,0,8,30.815683445461005,13.172533276140877,17.643150169320126
6,random,15.0,40.0,0.8014745834330937,0.5557325780513572,0,8,30.951356998613598,19.63244083552806,11.318916163085538
7,random,15.0,40.0,0.14776435548070777,0.4428842374035318,0,8,20.64068175627483,5.250815820575571,15.38986593569926
8,random,15.0,40.0,0.09478563445857402,0.20416315874594737,0,8,11.417745830669002,4.085283958088628,7.332461872580374
9,random,15.0,40.0,0.20572759911403427,0.8622813963035911,0,8,35.39000844875605,6.526007180508754,28.864001268247293
10,random,15.0,40.0,0.8480805300989613,0.5527126740877406,0,8,31.34846640959089,20.65777166217715,10.69069474741374
11,random,15.0,40.0,0.4998213289054694,0.07398868208449183,0,8,14.994054484255447,12.996069235920327,1.9979852483351195
12,random,15.0,40.0,0.9307184590566118,0.48022536353121004,0,8,30.891368485826725,22.47580609924546,8.415562386581263
13,random,15.0,40.0,0.4968460715700366,0.4769106905766599,0,8,25.840293348193015,12.930613574540805,12.909679773652208
0,random,15.0,40.0,0.2030356266743718,0.04813096753406154,0,9,8.080769927704633,6.46678378683618,1.613986140868454
1,random,15.0,40.0,0.9457590945661463,0.7040099557238544,0,9,34.91095439556089,22.80670008045522,12.10425431510567
2,random,15.0,40.0,0.1493559817118586,0.4339138621049896,0,9,20.34879047888285,5.28583159766089,15.062958881221961
3,random,15.0,40.0,0.043764004587339644,0.8337256989888779,0,9,33.84166680556593,2.962808100921472,30.878858704644454
4,random,15.0,40.0,0.3211180484255943,0.23893594123983364,0,9,16.45617668318406,9.064597065363074,7.391579617820986
5,random,15.0,40.0,0.7660028017047318,0.6778414871079994,0,9,33.18701162640663,18.8520616375041,14.334949988902531
6,random,15.0,40.0,0.48057706762509245,0.2979582954159584,0,9,20.744888388075864,12.572695487752034,8.172192900323829
7,random,15.0,40.0,0.4486564829625086,0.10994910262395674,0,9,14.963262215746282,11.870442625175189,3.0928195905710925
8,random,15.0,40.0,0.5745458852895503,0.7330577398427311,0,9,33.230346812055316,14.640009476370107,18.59033733568521
9,random,15.0,40.0,0.3976816783475662,0.8169598444979413,0,9,34.645891848313056,10.748996923646455,23.896894924666597
10,random,15.0,40.0,0.5153728929738115,0.41254130263262845,0,9,24.33729584406656,13.338203645423853,10.999092198642709
11,random,15.0,40.0,0.6230617176017527,0.5008670332843522,0,9,27.874741422982602,15.707357787238559,12.167383635744045
12,random,15.0,40.0,0.5549952671954499,0.33929857392195506,0,9,22.960441428091478,14.209895878299898,8.75054554979158
13,random,15.0,40.0,0.07874958305171464,0.2058535385412903,0,9,11.198285924450126,3.732490827137722,7.465795097312403
0,random,15.0,40.0,0.19958360375575435,0.6157501238323682,0,10,27.085684156251233,6.390839282626596,20.69484487362464
1,random,15.0,40.0,0.942002317961559,0.1912051747871173,0,10,26.027301844239144,22.724050995154297,3.3032508490848476
2,random,15.0,40.0,0.8234252938131696,0.9061384720389465,0,10,38.1335969747398,20.115356463889732,18.01824051085007
3,random,15.0,40.0,0.870972009876329,0.37359388867542953,0,10,28.19937594480821,21.161384217279238,7.03799172752897
4,random,15.0,40.0,0.9853853199943969,0.44936362246206774,0,10,31.012775721335537,23.678477039876732,7.334298681458803
5,random,15.0,40.0,0.38800614086498086,0.7926413029401794,0,10,33.89041136378819,10.536135099029579,23.354276264758614
6,random,15.0,40.0,0.7216583899251742,0.49200858620543453,0,10,28.76144412285209,17.876484578353832,10.884959544498258
7,random,15.0,40.0,0.46182305608430896,0.6670157966749214,0,10,30.72975548660952,12.160107233854797,18.569648252754725
8,random,15.0,40.0,0.9982541281369747,0.1846482882562902,0,10,26.92305562063658,23.96159081901344,2.9614648016231375
9,random,15.0,40.0,0.21579439543977696,0.2990322154413816,0,10,16.691052411187414,6.747476699675094,9.94357571151232
10,random,15.0,40.0,0.8070734923872644,0.887616852223564,0,10,37.72487249484628,19.755616832519816,17.969255662326464
11,random,15.0,40.0,0.1000941018853666,0.21783983216890113,0,10,12.000285252068593,4.202070241478065,7.798215010590528
12,random,15.0,40.0,0.670350157841104,0.013672495975092125,0,10,17.06562040318812,16.747703472504288,0.3179169306838337
13,random,15.0,40.0,0.8192108755120241,0.1696971319058601,0,10,23.412740081676674,20.02263926126453,3.390100820412144
0,random,15.0,40.0,0.03556269842780624,0.10292453244336353,0,11,6.612985567881212,2.782379365411737,3.830606202469476
1,random,15.0,40.0,0.44170150363478367,0.986599439531689,0,11,39.62099775178903,11.717433079965241,27.903564671823784
2,random,15.0,40.0,0.39288171432325836,0.10212864436308278,0,11,13.641547709573507,10.643397715111684,2.9981499944618224
3,random,15.0,40.0,0.6387468537538823,0.7446381706082433,0,11,33.8847049151553,16.05243078258541,17.832274132569882
4,random,15.0,40.0,0.6363264730039374,0.8051536479177132,0,11,35.32352824483361,15.999182406086623,19.324345838746986
5,random,15.0,40.0,0.8183300242696939,0.9557826270034139,0,11,39.11579671231337,20.003260533933265,19.112536178380108
6,random,15.0,40.0,0.33071163109049395,0.5493767352631379,0,11,26.15489574754517,9.275655883990867,16.8792398635543
7,random,15.0,40.0,0.9789215487828389,0.6069724168759354,0,11,33.529301589781625,23.536274073222454,9.993027516559167
8,random,15.0,40.0,0.06504825229799793,0.6747805975702484,0,11,28.107071689981446,3.4310615505559543,24.67601013942549
9,random,15.0,40.0,0.3978172239143384,0.6313993271381593,0,11,29.219159752288856,10.751978926115445,18.46718082617341
10,random,15.0,40.0,0.6680539416570834,0.5697538337396428,0,11,29.974053921674198,16.697186716455835,13.276867205218362
11,random,15.0,40.0,0.3980679318866033,0.001209431944757644,0,11,10.792861321799903,10.757494501505272,0.03536682029463058
12,random,15.0,40.0,0.6809370502800882,0.7791364546418358,0,11,34.91585704038276,16.98061510616194,17.935241934220816
13,random,15.0,40.0,0.7175375842970166,0.5739713456183753,0,11,30.536125706636852,17.785826854534367,12.750298852102485
0,random,15.0,40.0,0.512251840660406,0.832831599184067,0,12,35.53151183139534,13.26954049452893,22.261971336866413
1,random,15.0,40.0,0.5612462934896829,0.8374438528392273,0,12,35.830015179605475,14.347418456773024,21.48259672283245
2,random,15.0,40.0,0.47613639535052754,0.3173071549029084,0,12,21.208879915025275,12.475000697711605,8.73387921731367
3,random,15.0,40.0,0.006914654535972731,0.7811340401878225,0,12,31.71638794217653,2.1521223997914003,29.56426554238513
4,random,15.0,40.0,0.11855744308909799,0.6710590085465994,0,12,28.35820718799675,4.608263747960156,23.749943440036596
