batch,bo_random_fraction,budget,coverage_error,coverage_weight,design_space,dumb_psi_unit,estimator,flow_samples_per_pair,fmpe_max_iter,initial,marginal_jitter_std,method,n_obs,noise_std,ode_steps,posterior_mean_predictive_rmse,posterior_quality_objective,posterior_samples,predictive_weight,prior_std_normalized_rmse,prior_std_normalized_rmse_alpha,prior_std_normalized_rmse_beta,prior_std_normalized_rmse_delta,prior_std_normalized_rmse_gamma,range_normalized_rmse,range_normalized_rmse_alpha,range_normalized_rmse_beta,range_normalized_rmse_delta,range_normalized_rmse_gamma,raw_rmse,replicate,reward_mode,rmse_alpha,rmse_beta,rmse_delta,rmse_gamma,round,rounds,seed,simulations,target_mode,target_psi_unit,target_seed,target_theta,validation
5,0.2,135,0.32166666666666666,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,1.0049521606686216,-0.45768546768718577,32,0.1,0.9587718226654294,0.9086947464847657,0.8901557537239425,0.8962156754110467,1.1400211150419626,0.27677358495365695,0.2623175782470891,0.2569658320166062,0.25871518072526506,0.3290957488256673,0.2107090397285831,0,rmse_coverage_predictive,0.2623175782470891,0.015417949920996373,0.015522910843515904,0.3290957488256673,11,30,717,135,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,140,0.37000000000000005,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9585987074205041,-0.47273073618652905,32,0.1,0.9850895742843393,0.9462629085791768,0.911665158352837,0.9660096688170762,1.116420561388267,0.2843708654444786,0.27316257249617304,0.26317506229290666,0.2788629711656601,0.32228285582317456,0.21154983017165768,0,rmse_coverage_predictive,0.27316257249617304,0.015790503737574398,0.016731778269939605,0.32228285582317456,12,30,717,140,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,145,0.3758333333333333,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9782711345325921,-0.48724005746008986,32,0.1,1.0234847940339584,0.9829715190842211,0.9918124796792476,1.0063906231656554,1.1127645542067095,0.2954546106734973,0.2837594355745052,0.28631160106422193,0.29051994859730323,0.32122745745795883,0.21465405361117654,0,rmse_coverage_predictive,0.2837594355745052,0.017178696063853315,0.017431196915838193,0.32122745745795883,13,30,717,145,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,150,0.3825,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9875497683537169,-0.462471248242828,32,0.1,0.9286954062869033,0.8430969776557378,0.7812272947432166,0.996815031433646,1.0936423213150126,0.26809127140745626,0.24338113350125007,0.22552089445913961,0.2877557133652404,0.3157073443041949,0.1996163133863587,0,rmse_coverage_predictive,0.24338113350125007,0.013531253667548376,0.017265342801914423,0.3157073443041949,14,30,717,150,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,155,0.3216666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9476331799243802,-0.4418722270957876,32,0.1,0.9238490277696229,0.9482354267348791,0.8115387904715226,0.8790358575857309,1.0565860362863586,0.2666922424366829,0.2737319894402611,0.23427106956827845,0.2537557945022276,0.30501011623596447,0.2051766085738139,0,rmse_coverage_predictive,0.2737319894402611,0.014056264174096706,0.015225347670133657,0.30501011623596447,15,30,717,155,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,160,0.24916666666666668,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,1.0057823217968316,-0.42743634755384446,32,0.1,0.916485062278892,0.8862999997076465,0.8404651823481591,0.8921318681781722,1.04704319888159,0.26456644870749463,0.2558527717069875,0.2426213996366088,0.25753628712265575,0.3022553363637265,0.198286165332068,0,rmse_coverage_predictive,0.2558527717069875,0.014557283978196528,0.015452177227359344,0.3022553363637265,16,30,717,160,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,165,0.3541666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,1.02883719458726,-0.46432857025645224,32,0.1,0.9453643609246394,0.9811469994470131,0.8973264782354862,0.8676828848151091,1.035301081200949,0.2729031841310596,0.28323274212266336,0.2590358418801184,0.25047847355961717,0.29886567896183935,0.20616067810738514,0,rmse_coverage_predictive,0.28323274212266336,0.015542150512807105,0.015028708413577029,0.29886567896183935,17,30,717,165,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,170,0.3325,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9353739504306812,-0.4425514421268961,32,0.1,0.9210666774505268,0.9258014361251621,0.9020654050737511,0.829478090253689,1.0269217783495053,0.265889047083828,0.2672558541815023,0.2604038522229895,0.23944969934743202,0.2964467825833881,0.1998480130420988,0,rmse_coverage_predictive,0.2672558541815023,0.01562423113337937,0.014366981960845921,0.2964467825833881,18,30,717,170,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,175,0.36166666666666664,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9984779637699986,-0.46284052863152997,32,0.1,0.9442311890508122,0.9754162582409315,0.8885103881155877,0.8661405893111631,1.0468575205355666,0.27257606558786346,0.2815784196336697,0.25649085587815673,0.2500332511974306,0.3022017356421968,0.20680557928742133,0,rmse_coverage_predictive,0.2815784196336697,0.015389451352689402,0.015001995071845834,0.3022017356421968,19,30,717,175,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,180,0.3425,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9165053802363972,-0.4594919278026305,32,0.1,0.977626251651748,0.9622831888039932,0.9288954985143548,0.9210352199504462,1.098291099338198,0.2822163897789908,0.27778722904631853,0.2681490330581472,0.26587996608575815,0.3170493309257394,0.21106833530799662,0,rmse_coverage_predictive,0.27778722904631853,0.01608894198348883,0.01595279796514549,0.3170493309257394,20,30,717,180,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,185,0.37000000000000005,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9289342181071728,-0.45435498474015595,32,0.1,0.9317101845538431,0.9235839180629494,0.8470907681272223,0.9302694158463523,1.0258966361788486,0.2689615629294386,0.2666157118564266,0.2445340415031493,0.2685456488288837,0.29615084952929494,0.19953956542017165,0,rmse_coverage_predictive,0.2666157118564266,0.014672042490188959,0.01611273892973302,0.29615084952929494,21,30,717,185,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,190,0.3991666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,1.0578229120100116,-0.47238204424435415,32,0.1,0.9242503229492924,0.9352088728684663,0.8212342368458346,0.9013062639361037,1.0392519181467652,0.2668080863766863,0.2699715472495678,0.23706990385533977,0.2601847070529027,0.30000618734893497,0.20207324313718736,0,rmse_coverage_predictive,0.2699715472495678,0.014224194231320385,0.01561108242317416,0.30000618734893497,22,30,717,190,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,195,0.36500000000000005,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9587973610349139,-0.45708196784059524,32,0.1,0.9351419619705428,0.9167727540827748,0.8829041168365989,0.8832143394080478,1.0576766375547493,0.26995223173710386,0.26464949817770234,0.2548724647621196,0.25496201830468695,0.3053249457039064,0.2023181625123298,0,rmse_coverage_predictive,0.26464949817770234,0.015292347885727175,0.015297721098281217,0.3053249457039064,23,30,717,195,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,200,0.30916666666666665,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9830305013215205,-0.43983247631905137,32,0.1,0.9153464495344195,0.9111113455071344,0.8478777804578171,0.9022474125371951,1.0001492596355313,0.26423775952023265,0.2630151902951331,0.24476123239361158,0.2604563932519965,0.2887182221401895,0.19557293157476072,0,rmse_coverage_predictive,0.2630151902951331,0.014685673943616695,0.01562738359511979,0.2887182221401895,24,30,717,200,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,205,0.3675,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9356084216442074,-0.45865022778802206,32,0.1,0.9464423945175866,0.9432503151474582,0.860364152301319,0.9502865850273686,1.0318685255942008,0.27321438562360134,0.2722929116817922,0.24836573746613538,0.27432410783642075,0.2978747855100571,0.20209267608901943,0,rmse_coverage_predictive,0.2722929116817922,0.014901944247968122,0.016459446470185244,0.2978747855100571,25,30,717,205,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,210,0.3541666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9473345899912919,-0.43458625134467666,32,0.1,0.8705672763662978,0.8705027822169141,0.8004497809426905,0.8398343527187281,0.9714821895868588,0.25131112567888075,0.2512925078216268,0.23106994825001967,0.2424392948084264,0.28044275183545003,0.1885469928306121,0,rmse_coverage_predictive,0.2512925078216268,0.01386419689500118,0.014546357688505583,0.28044275183545003,26,30,717,210,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,215,0.32916666666666666,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9847264330200862,-0.4334346283221011,32,0.1,0.875275657905473,0.919439005658639,0.7734944040334185,0.8117235337580129,0.9964456881718219,0.25267031835342585,0.2654191787102286,0.22328860119268168,0.2343244003613715,0.28764909314942166,0.19593780762233914,0,rmse_coverage_predictive,0.2654191787102286,0.0133973160715609,0.01405946402168229,0.28764909314942166,27,30,717,215,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,220,0.3958333333333333,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,0.9678629417170792,-0.4751610008273051,32,0.1,0.9679267101215877,0.9548226130105523,0.8745429100973433,0.9568570967229256,1.08548422065553,0.2794163733222639,0.27563354632499215,0.2524587922812899,0.27622085118449247,0.31335230349828075,0.20896628807592113,0,rmse_coverage_predictive,0.27563354632499215,0.015147527536877396,0.016573251071069547,0.31335230349828075,28,30,717,220,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,225,0.35166666666666674,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,1.0204368801325459,-0.4669871384773081,32,0.1,0.9596489291889452,0.938520536662622,0.8158120583805784,1.0136948105685504,1.0705683111440298,0.2770267837973868,0.27092754224107846,0.23550465575708482,0.29262848587893964,0.30904645131244435,0.20580292767516586,0,rmse_coverage_predictive,0.27092754224107846,0.014130279345425089,0.017557709152736377,0.30904645131244435,29,30,717,225,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,230,0.36916666666666664,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,random,10,0.06,8,1.017114541801038,-0.4561862904931797,32,0.1,0.9082291414340622,0.9310399570561626,0.8603696424517454,0.8463626230933301,0.9951443431350104,0.26218316964640925,0.2687680849163366,0.24836732233604866,0.24432384413748595,0.2872734271957658,0.1969766960364999,0,rmse_coverage_predictive,0.2687680849163366,0.01490203934016292,0.014659430648249157,0.2872734271957658,30,30,717,230,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,80,0.24083333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.0115213006399784,-0.43209993826002435,32,0.1,0.937869052153403,0.8712125995263799,0.8354322013008453,0.913496845982798,1.1313345618035886,0.27073947486269323,0.25149741442897455,0.24116850315536234,0.2637038249660213,0.32658815690041465,0.2063798080767875,0,rmse_coverage_predictive,0.25149741442897455,0.01447011018932174,0.015822229497961277,0.32658815690041465,0,30,717,80,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,85,0.3491666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.0009319355196418,-0.47617976217279406,32,0.1,1.0004148863029663,0.8659339875824879,0.9606969211621578,1.0019482251019562,1.1730804113652629,0.28879490195416324,0.24997361041559774,0.27732931302130825,0.2892375387383411,0.3386391456414058,0.2107968978133839,0,rmse_coverage_predictive,0.24997361041559774,0.016639758781278494,0.017354252324300466,0.3386391456414058,1,30,717,85,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,90,0.32833333333333337,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.0789123220027703,-0.48322789885967565,32,0.1,1.0158593456193528,1.1232029753911963,0.9936964783105952,0.8907675684011295,1.0557703603744908,0.2932533333260653,0.32424077009834795,0.2868554646227026,0.25714244770089023,0.30477465088232025,0.22279695615065448,0,rmse_coverage_predictive,0.32424077009834795,0.017211327877362157,0.015428546862053414,0.30477465088232025,2,30,717,90,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,95,0.17666666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,0.968268665418565,-0.411536461289483,32,0.1,0.9371881941293503,1.0167894212855417,1.0082526608904263,0.8751237210877615,0.8485869732536717,0.2705429280809598,0.29352182304418567,0.2910574725881221,0.252626457972123,0.2449659587194086,0.19150594378577535,0,rmse_coverage_predictive,0.29352182304418567,0.017463448355287323,0.015157587478327381,0.2449659587194086,3,30,717,95,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,100,0.3316666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.023465813783489,-0.45386077253407864,32,0.1,0.9304491184045658,0.9447299672869951,0.8944685555809339,0.8595790750129277,1.0230188757374068,0.26859752448906304,0.2727200504623265,0.2582108306731539,0.2481391051742417,0.2953201116465301,0.2012783391985026,0,rmse_coverage_predictive,0.2727200504623265,0.015492649840389236,0.014888346310454501,0.2953201116465301,4,30,717,100,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,105,0.385,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.0183093833633066,-0.4835897125123344,32,0.1,0.9890314057590948,1.0664938596790554,0.9392111088255156,0.9183432864221065,1.0320773681097017,0.28550877417600373,0.30787025848739286,0.2711268932531492,0.2651028718121444,0.29793507315132844,0.214515177460931,0,rmse_coverage_predictive,0.30787025848739286,0.01626761359518895,0.015906172308728664,0.29793507315132844,5,30,717,105,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,110,0.3908333333333333,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.030187186332101,-0.4921179513651585,32,0.1,1.0094076852431852,1.138296622663781,0.9734313344813543,0.9291769566393594,0.9967258271882465,0.29139089939861507,0.32859793075628796,0.2810054215002133,0.2682302830202657,0.2877299623176933,0.21869408589772457,0,rmse_coverage_predictive,0.32859793075628796,0.016860325290012797,0.016093816981215942,0.2877299623176933,6,30,717,110,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,115,0.385,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,0.9702109916586579,-0.48741214955850976,32,0.1,1.0189344877434738,1.1411643650166574,1.017465518064169,0.9055570624210874,1.0115510054719807,0.294141050392644,0.32942577666598777,0.29371699537275503,0.2614118068776908,0.2920096226541424,0.22042433109614337,0,rmse_coverage_predictive,0.32942577666598777,0.0176230197223653,0.015684708412661445,0.2920096226541424,7,30,717,115,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,120,0.375,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.0555776860811568,-0.49290427052527463,32,0.1,1.0170481164900251,1.0982378618268847,1.0308645764138558,0.8779699121308615,1.061120115588499,0.29359650191715897,0.3170339625799955,0.29758497034529463,0.25344808255457246,0.3063189921887734,0.22073282055868665,0,rmse_coverage_predictive,0.3170339625799955,0.017855098220717677,0.015206884953274349,0.3063189921887734,8,30,717,120,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,125,0.4091666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.0067337738130064,-0.4896842136585646,32,0.1,0.9932243385390257,1.0930760270489162,0.9502540912003212,0.8416491151670488,1.087918120739817,0.2867191696105973,0.31554386923070926,0.2743147276765244,0.24296317160245298,0.3140549099327026,0.2228686982750136,0,rmse_coverage_predictive,0.31554386923070926,0.01645888366059146,0.014577790296147178,0.3140549099327026,9,30,717,125,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,130,0.3866666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.0280292620624367,-0.4881213175125132,32,0.1,0.9999189055363467,1.0930269095716287,0.9523208041479998,0.8254404904462855,1.1288874179794721,0.28865172463960287,0.31552969023634236,0.2749113363148643,0.23828414467958986,0.32588172732761495,0.2270651699963342,0,rmse_coverage_predictive,0.31552969023634236,0.016494680178891857,0.01429704868077539,0.32588172732761495,10,30,717,130,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,135,0.36166666666666664,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,0.9860277500150455,-0.4859383714822087,32,0.1,1.0285573443337808,1.2067457024039798,1.0138216208696489,0.8529059587723484,1.040756095289146,0.2969189298140375,0.34835747806318096,0.29266509285967723,0.24621274244532562,0.30044040588796617,0.23029543789918047,0,rmse_coverage_predictive,0.34835747806318096,0.017559905571580634,0.014772764546719537,0.30044040588796617,11,30,717,135,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,140,0.42500000000000004,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,0.9563672019734172,-0.5008434528494529,32,0.1,1.035616500436484,1.1117317949573742,1.0378261748670679,0.8685025953094397,1.1244054366120544,0.29895673265211115,0.32092932554265297,0.29959461071577065,0.25071510359689686,0.32458789075312416,0.22852918019096252,0,rmse_coverage_predictive,0.32092932554265297,0.017975676642946237,0.01504290621581381,0.32458789075312416,12,30,717,140,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,145,0.4566666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.0312835681531298,-0.523390444526314,32,0.1,1.0603456424259496,1.1268205028646407,1.0058753126949487,0.9864518368099292,1.1222349173342792,0.3060954210443343,0.32528506032864496,0.2903711912778138,0.2847641167624067,0.32396131580847176,0.22986776977464507,0,rmse_coverage_predictive,0.32528506032864496,0.01742227147666883,0.017085847005744403,0.32396131580847176,13,30,717,145,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,150,0.3866666666666667,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.065486224128214,-0.4898223795449461,32,0.1,0.9928360849913256,0.9995670506338574,0.9372863075492042,0.9164977912734795,1.117993190508761,0.286607090465458,0.28855015287826896,0.2705712509856417,0.2645701232517204,0.3227368347462009,0.2167578126476572,0,rmse_coverage_predictive,0.28855015287826896,0.016234275059138503,0.015874207395103226,0.3227368347462009,14,30,717,150,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
5,0.2,155,0.4908333333333334,0.25,wide_window,"0.0,0.0",rectified_fmpe,3,220,80,0.04,fixed_dumb,10,0.06,8,1.0409095491855187,-0.5294197047119071,32,0.1,1.0483078734328215,1.1413052899853626,0.945650671780938,0.9670160646762317,1.1392594672887535,0.30262041646002186,0.3294664582002966,0.2729858349560375,0.2791534926257575,0.3288758800579958,0.2330538050224044,0,rmse_coverage_predictive,0.3294664582002966,0.01637915009736225,0.01674920955754545,0.3288758800579958,15,30,717,155,validation_set,"0.5,0.5",919,"1.0,0.05,1.0,0.05",100
