feature_set_name,comparison_type,classifier,feature,importance
set_c_extended_non_lab_diagnosis,age_matched,random_forest,bmi,0.5520683570832497
set_c_extended_non_lab_diagnosis,age_matched,random_forest,sbp,0.3299408373194621
set_c_extended_non_lab_diagnosis,age_matched,random_forest,arthritis,0.018686838708087405
set_c_extended_non_lab_diagnosis,age_matched,random_forest,smoke,0.01683971500850129
set_c_extended_non_lab_diagnosis,age_matched,random_forest,hypertension,0.016821085678416323
set_c_extended_non_lab_diagnosis,age_matched,random_forest,dyslipidemia,0.016727203346946936
set_c_extended_non_lab_diagnosis,age_matched,random_forest,drink,0.014299394766041218
set_c_extended_non_lab_diagnosis,age_matched,random_forest,cvd,0.012876629376615888
set_c_extended_non_lab_diagnosis,age_matched,random_forest,koa,0.010658149905984602
set_c_extended_non_lab_diagnosis,age_matched,random_forest,diabetes,0.008539475334880331
set_c_extended_non_lab_diagnosis,age_matched,random_forest,cancer,0.0025423134718142414
set_d_lab_enriched,unconditional,logistic_regression,cvd,0.11548347714233712
set_d_lab_enriched,unconditional,logistic_regression,drink,0.06511807459251026
set_d_lab_enriched,unconditional,logistic_regression,hba1c,0.06415182095459897
set_d_lab_enriched,unconditional,logistic_regression,dyslipidemia,0.05416638578559459
set_d_lab_enriched,unconditional,logistic_regression,bun,0.05100504538745353
set_d_lab_enriched,unconditional,logistic_regression,bmi,0.04410074919720419
set_d_lab_enriched,unconditional,logistic_regression,tg,0.043755269092425574
set_d_lab_enriched,unconditional,logistic_regression,tc,0.040574778854324235
set_d_lab_enriched,unconditional,logistic_regression,platelets,0.03578419616584071
set_d_lab_enriched,unconditional,logistic_regression,cancer,0.03212089277750673
set_d_lab_enriched,unconditional,logistic_regression,diabetes,0.02815208593670041
set_d_lab_enriched,unconditional,logistic_regression,koa,0.027158495655544204
set_d_lab_enriched,unconditional,logistic_regression,creatinine,0.02051912767988387
set_d_lab_enriched,unconditional,logistic_regression,smoke,0.015028350752313844
set_d_lab_enriched,unconditional,logistic_regression,crp,0.013648782881448418
set_d_lab_enriched,unconditional,logistic_regression,sbp,0.008744056494448718
set_d_lab_enriched,unconditional,logistic_regression,arthritis,0.006769621543645395
set_d_lab_enriched,unconditional,logistic_regression,hypertension,0.004546218057081909
set_d_lab_enriched,unconditional,random_forest,tg,0.17874535081792564
set_d_lab_enriched,unconditional,random_forest,tc,0.13657848418347748
set_d_lab_enriched,unconditional,random_forest,bmi,0.12820131248757854
set_d_lab_enriched,unconditional,random_forest,bun,0.12117889168290102
set_d_lab_enriched,unconditional,random_forest,crp,0.10760292962133827
set_d_lab_enriched,unconditional,random_forest,platelets,0.09606551188049531
set_d_lab_enriched,unconditional,random_forest,hba1c,0.09361879925043205
set_d_lab_enriched,unconditional,random_forest,creatinine,0.0655516478208778
set_d_lab_enriched,unconditional,random_forest,sbp,0.05121410600373267
set_d_lab_enriched,unconditional,random_forest,arthritis,0.004136344938099978
set_d_lab_enriched,unconditional,random_forest,drink,0.004104762964950769
set_d_lab_enriched,unconditional,random_forest,hypertension,0.00393766514227612
set_d_lab_enriched,unconditional,random_forest,smoke,0.0034321366901375453
set_d_lab_enriched,unconditional,random_forest,cvd,0.0022680208871169176
set_d_lab_enriched,unconditional,random_forest,koa,0.0017828772023616287
set_d_lab_enriched,unconditional,random_forest,dyslipidemia,0.0008681571845547053
set_d_lab_enriched,unconditional,random_forest,diabetes,0.0005765891148859314
set_d_lab_enriched,unconditional,random_forest,cancer,0.00013641212685776386
set_d_lab_enriched,age_matched,logistic_regression,cvd,0.10578518175173682
set_d_lab_enriched,age_matched,logistic_regression,hba1c,0.07544828692837592
set_d_lab_enriched,age_matched,logistic_regression,tg,0.07285643722785651
set_d_lab_enriched,age_matched,logistic_regression,tc,0.07249136592267748
set_d_lab_enriched,age_matched,logistic_regression,arthritis,0.06341801727157721
set_d_lab_enriched,age_matched,logistic_regression,drink,0.0565973043584495
set_d_lab_enriched,age_matched,logistic_regression,dyslipidemia,0.05445322850447612
set_d_lab_enriched,age_matched,logistic_regression,creatinine,0.031415998724319674
set_d_lab_enriched,age_matched,logistic_regression,hypertension,0.028269704425720805
set_d_lab_enriched,age_matched,logistic_regression,platelets,0.027304323214266703
set_d_lab_enriched,age_matched,logistic_regression,diabetes,0.023346034157017963
set_d_lab_enriched,age_matched,logistic_regression,cancer,0.020469264518924165
set_d_lab_enriched,age_matched,logistic_regression,koa,0.01987704162269939
set_d_lab_enriched,age_matched,logistic_regression,bun,0.019876991717291587
set_d_lab_enriched,age_matched,logistic_regression,bmi,0.01948858467990045
set_d_lab_enriched,age_matched,logistic_regression,crp,0.00255250853718041
set_d_lab_enriched,age_matched,logistic_regression,sbp,0.0015266533292481203
set_d_lab_enriched,age_matched,logistic_regression,smoke,0.0005026742444325708
set_d_lab_enriched,age_matched,random_forest,tg,0.17096424463725757
set_d_lab_enriched,age_matched,random_forest,tc,0.13386071022360183
set_d_lab_enriched,age_matched,random_forest,bmi,0.13297161684813158
set_d_lab_enriched,age_matched,random_forest,crp,0.1104075723484369
set_d_lab_enriched,age_matched,random_forest,bun,0.10785131893542939
set_d_lab_enriched,age_matched,random_forest,platelets,0.10307552626661183
set_d_lab_enriched,age_matched,random_forest,hba1c,0.09359412275314932
set_d_lab_enriched,age_matched,random_forest,creatinine,0.07181863860918335
set_d_lab_enriched,age_matched,random_forest,sbp,0.052766915418791395
set_d_lab_enriched,age_matched,random_forest,hypertension,0.004978660892437235
set_d_lab_enriched,age_matched,random_forest,arthritis,0.004117340442536011
set_d_lab_enriched,age_matched,random_forest,smoke,0.0041080775966739974
set_d_lab_enriched,age_matched,random_forest,drink,0.003714473697514313
set_d_lab_enriched,age_matched,random_forest,cvd,0.0024868097295707016
set_d_lab_enriched,age_matched,random_forest,dyslipidemia,0.0012354345068967165
set_d_lab_enriched,age_matched,random_forest,koa,0.0011964649085033196
set_d_lab_enriched,age_matched,random_forest,diabetes,0.000725337440592503
set_d_lab_enriched,age_matched,random_forest,cancer,0.00012673474468202008
