batch_index,method,pred0,prey0,psi0_unit,psi1_unit,replicate,round,t_end,t_span,t_start
37,random,15.0,40.0,0.10315931941937628,0.45741026776677496,0,0,20.613000300162113,4.269505027226279,16.343495272935833
38,random,15.0,40.0,0.8071420209402085,0.6051366672621766,0,0,32.00683070034896,19.757124460684587,12.249706239664366
39,random,15.0,40.0,0.0464839338023344,0.8168394333003812,0,0,33.22720698588308,3.0226465436513568,30.20456044223172
40,random,15.0,40.0,0.39528170273858776,0.8579082732518014,0,0,35.836172096838524,10.69619746024893,25.139974636589592
41,random,15.0,40.0,0.8287705130008882,0.3374058958697098,0,0,26.902470066060314,20.232951286019542,6.669518780040772
42,random,15.0,40.0,0.17792094483167809,0.702236780680279,0,0,29.85052055883531,5.914260786296918,23.936259772538392
43,random,15.0,40.0,0.9354052905050291,0.04363640891352605,0,0,23.33910991918486,22.57891639111064,0.7601935280742222
44,random,15.0,40.0,0.834217373991562,0.8754697541730737,0,0,37.55332714101456,20.352782227814366,17.2005449132002
45,random,15.0,40.0,0.7392791464755993,0.9766572286943969,0,0,39.492624819425075,18.264141222463184,21.228483596961887
46,random,15.0,40.0,0.49529548996637407,0.7994810848556935,0,0,34.5652357396427,12.89650077926023,21.668734960382473
47,random,15.0,40.0,0.9008018734338579,0.8768642510230692,0,0,37.76110163290884,21.817641215544874,15.943460417363967
48,random,15.0,40.0,0.22723272818049056,0.7913062962820732,0,0,33.112924131016925,6.999120019970793,26.113804111046132
49,random,15.0,40.0,0.21550949435459232,0.3428979590262151,0,0,18.145580471968056,6.741208875801031,11.404371596167026
50,random,15.0,40.0,0.9830501738828973,0.402647506015655,0,0,30.21960963637013,23.62710382542374,6.592505810946389
51,random,15.0,40.0,0.20112071352197503,0.9502101624118959,0,0,38.328289060213024,6.42465569748345,31.903633362729575
52,random,15.0,40.0,0.1832904704095235,0.6955126749736938,0,0,29.657293399832167,6.032390349009518,23.62490305082265
53,random,15.0,40.0,0.7937168720567228,0.4977139535136307,0,0,29.683934246805737,19.4617711852479,10.222163061557836
54,random,15.0,40.0,0.346530251880371,0.9858128872940944,0,0,39.5690475194431,9.623665541368162,29.945381978074945
55,random,15.0,40.0,0.8833090973629697,0.837617250490534,0,0,36.98500703636381,21.432800141985332,15.55220689437848
56,random,15.0,40.0,0.6891056471738355,0.2566055335741282,0,0,23.02111142343754,17.16032423782438,5.860787185613158
57,random,15.0,40.0,0.9695859124283862,0.28580599490763925,0,0,28.09502162021421,23.330890073424495,4.764131546789717
58,random,15.0,40.0,0.8123592449525621,0.6052609541401873,0,0,32.054654348782506,19.871903388956365,12.18275095982614
59,random,15.0,40.0,0.9146203091140971,0.8202001440236537,0,0,36.78547466963747,22.121646800510135,14.663827869127337
60,random,15.0,40.0,0.36163004082453054,0.8901334661185006,0,0,36.699154573424984,9.955860898139672,26.74329367528531
61,random,15.0,40.0,0.5519483783118257,0.04458485680209112,0,0,15.295701014337688,14.142864322860166,1.152836691477521
62,random,15.0,40.0,0.6313014004582742,0.6717877726520983,0,0,32.08635381376945,15.888630810082033,16.19772300368742
63,random,15.0,40.0,0.3675990183072191,0.9038847992924433,0,0,37.12492314845183,10.08717840275882,27.037744745693004
64,random,15.0,40.0,0.9501251688301638,0.5510358806983908,0,0,32.32394987884165,22.902753714263604,9.421196164578047
65,random,15.0,40.0,0.5899964540734917,0.8116587982672085,0,0,35.28768844007624,14.979921989616816,20.307766450459425
66,random,15.0,40.0,0.5579482032085644,0.4445695480827364,0,0,25.711474125544264,14.274860470588417,11.436613654955847
67,random,15.0,40.0,0.5817605104295386,0.7696643750501423,0,0,34.195250008206,14.79873122944985,19.39651877875615
68,random,15.0,40.0,0.7629957982254484,0.3391136312242362,0,0,25.97989548108938,18.785907560959863,7.193987920129515
69,random,15.0,40.0,0.3817673986961835,0.9263825823958028,0,0,37.82084219142518,10.398882771316037,27.42195942010914
70,random,15.0,40.0,0.5726726943085366,0.5348536600086436,0,0,28.18472445128176,14.598799274787806,13.585925176493955
71,random,15.0,40.0,0.5450300939044861,0.4375827245892433,0,0,25.371899023865105,13.990662065898693,11.38123695796641
72,random,15.0,40.0,0.4113153491631011,0.5671136784524692,0,0,27.467481128089396,11.048937681588225,16.41854344650117
73,random,15.0,40.0,0.09238598033795065,0.168970194795796,0,0,10.109928473604871,4.032491567434914,6.077436906169957
74,random,15.0,40.0,0.21893618396029768,0.24441501110960928,0,0,14.927118092922765,6.8165960471265485,8.110522045796216
75,random,15.0,40.0,0.7006564980601466,0.8542355252967413,0,0,36.70782814179373,17.414442957323224,19.29338518447051
76,random,15.0,40.0,0.4705550151287399,0.7460310311418467,0,0,32.97831936702231,12.352210332832277,20.62610903419003
77,random,15.0,40.0,0.5728361193402758,0.2309388189021674,0,0,20.467687613619653,14.602394625486067,5.865292988133587
78,random,15.0,40.0,0.03921639506829999,0.28075199045510935,0,0,13.289114547370975,2.8627606915026,10.426353855868374
79,random,15.0,40.0,0.8872403940352971,0.005384772542291416,0,0,21.61880309571492,21.519288668776536,0.09951442693838596
0,random,15.0,40.0,0.029519116888919172,0.15343352179902225,0,1,8.380251514496463,2.649420571556222,5.730830942940241
1,random,15.0,40.0,0.21185455960532762,0.8560735052983801,0,1,35.201605852650545,6.660800311317208,28.540805541333338
2,random,15.0,40.0,0.5628581405723705,0.813029060112529,0,1,35.210342826730965,14.382879092592152,20.827463734138817
3,random,15.0,40.0,0.6571965982926858,0.28790529549995914,0,1,23.236098013111015,16.45832516243909,6.777772850671926
4,random,15.0,40.0,0.41017866629449773,0.8128644477320773,0,1,34.577547261220836,11.02393065847895,23.553616602741887
0,random,15.0,40.0,0.8733429936842573,0.11653431683477355,0,2,23.402812459883577,21.21354586105366,2.189266598829916
1,random,15.0,40.0,0.3436694916953109,0.7632235609886078,0,2,32.79269776325746,9.560728817296841,23.231968945960617
2,random,15.0,40.0,0.8149789877501818,0.1523166365833436,0,2,22.986603038066534,19.929537730504002,3.0570653075625316
3,random,15.0,40.0,0.19388508324692622,0.26477490875605414,0,2,15.197528449193406,6.265471831432377,8.93205661776103
4,random,15.0,40.0,0.10574429670239804,0.3262282861460628,0,2,15.964120225978373,4.3263745274527565,11.637745698525617
0,random,15.0,40.0,0.8972882704551387,0.04833722933387996,0,3,22.622963228733497,21.74034195001305,0.8826212787204466
1,random,15.0,40.0,0.23346746006159635,0.6310896216076509,0,3,27.876234139830466,7.13628412135512,20.739950018475348
2,random,15.0,40.0,0.3953417109384647,0.827487758197972,0,3,34.9449630778235,10.697517640646224,24.247445437177277
3,random,15.0,40.0,0.1940325913038694,0.14995974959084768,0,3,11.327051759440725,6.268717008685127,5.058334750755598
4,random,15.0,40.0,0.2532198119440061,0.14153378774794156,0,3,12.160658296610269,7.570835862768135,4.589822433842134
0,random,15.0,40.0,0.2043097397372955,0.5311904419518293,0,4,24.292448687575437,6.4948142742205,17.797634413354935
1,random,15.0,40.0,0.37653521298931736,0.8691246029884324,0,4,36.1108772143143,10.283774685764982,25.827102528549315
2,random,15.0,40.0,0.39272656870105593,0.761492744853573,0,4,32.997423294762974,10.639984511423231,22.35743878333974
3,random,15.0,40.0,0.12491182431114922,0.37878219476050023,0,4,18.10086728653376,4.748060134845283,13.352807151688477
4,random,15.0,40.0,0.6601052787131484,0.3878519123100621,0,4,25.62818071662468,16.522316131689266,9.105864584935414
0,random,15.0,40.0,0.305375890061537,0.2456383447140883,0,5,16.402262061182405,8.718269581353812,7.683992479828594
1,random,15.0,40.0,0.9636808862932089,0.3567658080009146,0,5,29.1942956213098,23.200979498450597,5.993316122859203
2,random,15.0,40.0,0.5380915947096578,0.2950102313558872,0,5,21.556068306525187,13.838015083612472,7.718053222912716
3,random,15.0,40.0,0.6266295412507547,0.7289045822196065,0,5,33.43565486448106,15.785849907516603,17.649804956964456
4,random,15.0,40.0,0.9136221857216545,0.10447925360616284,0,5,23.96989931398154,22.0996880858764,1.8702112281051375
0,random,15.0,40.0,0.5968266700589427,0.594903791392962,0,6,29.925332940134265,15.13018674129674,14.795146198837525
1,random,15.0,40.0,0.6342407943291907,0.9094481069923708,0,6,37.82252556579184,15.953297475242195,21.869228090549647
2,random,15.0,40.0,0.41451169410561983,0.5916079240016375,0,6,28.205333520252857,11.119257270323637,17.08607624992922
3,random,15.0,40.0,0.4459923867928701,0.15432726802525298,0,6,16.162035388899035,11.811832509443143,4.350202879455891
4,random,15.0,40.0,0.1379591219130667,0.11433317887304328,0,6,9.03274877008031,5.035100682087467,3.9976480879928427
0,random,15.0,40.0,0.8307989597016412,0.6735769575229721,0,7,33.56214671634925,20.277577113436106,13.284569602913141
1,random,15.0,40.0,0.8731596328520984,0.7814919135582734,0,7,35.89412640693318,21.209511922746167,14.68461448418702
2,random,15.0,40.0,0.03429850418284308,0.9194926695040421,0,7,37.00146962341243,2.7545670920225476,34.246902531389885
3,random,15.0,40.0,0.8283528815280576,0.4534093503284894,0,7,29.190493985259753,20.22376339361727,8.966730591642484
4,random,15.0,40.0,0.6261308372400662,0.5103408385797138,0,7,28.13794728148088,15.774878419281457,12.363068862199423
0,random,15.0,40.0,0.4586314246098897,0.6433819436869032,0,8,30.046751298689,12.089891341417573,17.956859957271426
1,random,15.0,40.0,0.9998710643980524,0.33632159422655017,0,8,29.379262928580346,23.997163416757154,5.382099511823193
2,random,15.0,40.0,0.9880855751063946,0.1953392782779534,0,8,26.91451291830384,23.73788265234068,3.176630265963157
3,random,15.0,40.0,0.7396541036028591,0.8225169090668051,0,8,36.14371666817345,18.2723902792629,17.871326388910546
4,random,15.0,40.0,0.0588558164581926,0.1053558278444301,0,8,7.161931748307502,3.2948279620802374,3.8671037862272644
0,random,15.0,40.0,0.2030356266743718,0.04813096753406154,0,9,8.080769927704633,6.46678378683618,1.613986140868454
1,random,15.0,40.0,0.9457590945661463,0.7040099557238544,0,9,34.91095439556089,22.80670008045522,12.10425431510567
2,random,15.0,40.0,0.1493559817118586,0.4339138621049896,0,9,20.34879047888285,5.28583159766089,15.062958881221961
3,random,15.0,40.0,0.043764004587339644,0.8337256989888779,0,9,33.84166680556593,2.962808100921472,30.878858704644454
4,random,15.0,40.0,0.3211180484255943,0.23893594123983364,0,9,16.45617668318406,9.064597065363074,7.391579617820986
0,random,15.0,40.0,0.19958360375575435,0.6157501238323682,0,10,27.085684156251233,6.390839282626596,20.69484487362464
1,random,15.0,40.0,0.942002317961559,0.1912051747871173,0,10,26.027301844239144,22.724050995154297,3.3032508490848476
2,random,15.0,40.0,0.8234252938131696,0.9061384720389465,0,10,38.1335969747398,20.115356463889732,18.01824051085007
3,random,15.0,40.0,0.870972009876329,0.37359388867542953,0,10,28.19937594480821,21.161384217279238,7.03799172752897
4,random,15.0,40.0,0.9853853199943969,0.44936362246206774,0,10,31.012775721335537,23.678477039876732,7.334298681458803
0,random,15.0,40.0,0.03556269842780624,0.10292453244336353,0,11,6.612985567881212,2.782379365411737,3.830606202469476
1,random,15.0,40.0,0.44170150363478367,0.986599439531689,0,11,39.62099775178903,11.717433079965241,27.903564671823784
2,random,15.0,40.0,0.39288171432325836,0.10212864436308278,0,11,13.641547709573507,10.643397715111684,2.9981499944618224
3,random,15.0,40.0,0.6387468537538823,0.7446381706082433,0,11,33.8847049151553,16.05243078258541,17.832274132569882
4,random,15.0,40.0,0.6363264730039374,0.8051536479177132,0,11,35.32352824483361,15.999182406086623,19.324345838746986
0,random,15.0,40.0,0.512251840660406,0.832831599184067,0,12,35.53151183139534,13.26954049452893,22.261971336866413
1,random,15.0,40.0,0.5612462934896829,0.8374438528392273,0,12,35.830015179605475,14.347418456773024,21.48259672283245
2,random,15.0,40.0,0.47613639535052754,0.3173071549029084,0,12,21.208879915025275,12.475000697711605,8.73387921731367
3,random,15.0,40.0,0.006914654535972731,0.7811340401878225,0,12,31.71638794217653,2.1521223997914003,29.56426554238513
4,random,15.0,40.0,0.11855744308909799,0.6710590085465994,0,12,28.35820718799675,4.608263747960156,23.749943440036596
0,random,15.0,40.0,0.9614824483788135,0.616957236721278,0,13,33.54673066057083,23.152613864333897,10.39411679623693
1,random,15.0,40.0,0.4590238977462532,0.6709417224592454,0,13,30.81878894258469,12.09852575041757,18.720263192167117
2,random,15.0,40.0,0.35438971854480095,0.6282558775615533,0,13,28.772053835615218,9.79657380798562,18.975480027629597
3,random,15.0,40.0,0.31177261283553703,0.548451828952947,0,13,25.938337268597834,8.858997482381815,17.079339786216018
4,random,15.0,40.0,0.9051111371332652,0.9382407920427084,0,13,38.88292693036175,21.912445016931834,16.970481913429914
0,random,15.0,40.0,0.8046467465486543,0.5588461242887643,0,14,31.045559400977297,19.702228424070395,11.343330976906904
1,random,15.0,40.0,0.9816103663834878,0.3884486863116644,0,14,29.967762479865275,23.59542806043673,6.372334419428545
2,random,15.0,40.0,0.9442011568546842,0.6945820071436621,0,14,34.73838875940134,22.772425450803052,11.965963308598287
3,random,15.0,40.0,0.13719183137174362,0.12590218200793946,0,14,9.422502686165966,5.01822029017836,4.404282395987607
4,random,15.0,40.0,0.8426637169789543,0.25834441694188126,0,14,25.56634535122634,20.538601773536993,5.027743577689348
0,random,15.0,40.0,0.7654959324467818,0.12354115276845667,0,15,21.454928820481673,18.8409105138292,2.614018306652472
1,random,15.0,40.0,0.5692151910811941,0.3407939371395676,0,15,23.20523192202919,14.522734203786271,8.682497718242917
2,random,15.0,40.0,0.4185818597560771,0.874357210282396,0,15,36.382593427599645,11.208800914633695,25.173792512965953
3,random,15.0,40.0,0.7184321929196731,0.06081350471773628,0,15,19.155233073329914,17.805508244232808,1.3497248290971071
4,random,15.0,40.0,0.298462213422393,0.9551445101108522,0,15,38.590020097734524,8.566168695292646,30.023851402441878
0,random,15.0,40.0,0.3880635216223832,0.2601994789528519,0,16,18.203551301112242,10.537397475692432,7.6661538254198085
1,random,15.0,40.0,0.5012615171748565,0.29897944299813395,0,16,21.091900649346492,13.027753377846842,8.064147271499651
2,random,15.0,40.0,0.7446800378533622,0.5907207085394853,0,16,31.152593526163535,18.382960832773968,12.769632693389568
3,random,15.0,40.0,0.83704903621857,0.170546249516503,0,16,23.75521365508908,20.41507879680854,3.340134858280541
4,random,15.0,40.0,0.552129216298995,0.9704903860724731,0,16,39.23708331099799,14.14684275857789,25.090240552420095
0,random,15.0,40.0,0.6921681162995945,0.4422187516149738,0,17,27.2980372734108,17.22769855859108,10.070338714819721
1,random,15.0,40.0,0.18041855602397772,0.966069811959052,0,17,38.84532883614732,5.96920823252751,32.8761206036198
2,random,15.0,40.0,0.09722438361021513,0.47159587677444137,0,17,21.050866151338194,4.138936439424732,16.911929711913462
3,random,15.0,40.0,0.20335962002387953,0.7442020535850761,0,17,31.424095446321097,6.473911640525349,24.95018380579575
4,random,15.0,40.0,0.6617782513560414,0.7240083122792363,0,17,33.53051238936128,16.55912152983291,16.971390859528363
0,random,15.0,40.0,0.48964784115519155,0.4515445258419306,0,18,25.066792837600765,12.772252505414214,12.294540332186552
1,random,15.0,40.0,0.5860637073836374,0.6472433197879147,0,18,31.143479683748417,14.893401562440024,16.25007812130839
2,random,15.0,40.0,0.9267670639672452,0.8840503418759293,0,18,37.95799612429363,22.388875407279393,15.56912071701424
3,random,15.0,40.0,0.7286293248003327,0.35407244334811927,0,18,25.808871555638678,18.029845145607318,7.779026410031361
4,random,15.0,40.0,0.3687267853405335,0.15966222184601364,0,18,14.883975476004887,10.111989277491737,4.771986198513149
0,random,15.0,40.0,0.8249477029499197,0.41511204181076233,0,19,28.389301095817135,20.148849464898234,8.240451630918901
1,random,15.0,40.0,0.9995938423923615,0.6117556159141031,0,19,33.78462070960082,23.991064532631952,9.79355617696887
2,random,15.0,40.0,0.6797447514183517,0.9193359260060746,0,19,38.14104676858946,16.954384531203736,21.18666223738573
3,random,15.0,40.0,0.5630368709479125,0.9165624763097926,0,19,37.862898949452,14.386811160854077,23.47608778859793
4,random,15.0,40.0,0.4829726406965641,0.7667400952572466,0,19,33.61460296734458,12.62539809532441,20.989204872020167
0,random,15.0,40.0,0.3641583400673719,0.011433770122097453,0,20,10.354365285657638,10.011483481482182,0.342881804175455
1,random,15.0,40.0,0.27324400080173306,0.9064278698356669,0,20,37.00675556436749,8.011368017638127,28.99538754672936
2,random,15.0,40.0,0.6929553250777297,0.9232582616317272,0,20,38.253743059681995,17.24501715171005,21.008725907971947
3,random,15.0,40.0,0.3634425004911713,0.8418402476240614,0,20,35.254532879086995,9.99573501080577,25.258797868281228
4,random,15.0,40.0,0.5106956796116793,0.11720024695703368,0,20,16.372133820875888,13.235304951456945,3.1368288694189426
0,fixed_dumb,15.0,40.0,0.7981107923912266,0.08324765582615046,0,0,21.26014959776604,19.558437432606986,1.701712165159054
1,fixed_dumb,15.0,40.0,0.38464660468441214,0.4389127427425902,0,0,23.42673100980497,10.462225303057068,12.964505706747904
2,fixed_dumb,15.0,40.0,0.010456959364950946,0.2014676665267391,0,0,9.839476171596132,2.2300531060289206,7.609423065567211
3,fixed_dumb,15.0,40.0,0.2626348460652195,0.239859660768729,0,0,15.50673261081501,7.777966613434828,7.728765997380182
4,fixed_dumb,15.0,40.0,0.33290537647217533,0.9546795676683655,0,0,38.60974671431727,9.323918282387858,29.28582843192941
5,fixed_dumb,15.0,40.0,0.6225878048142056,0.6415288564837752,0,0,31.288051317665555,15.696931705912524,15.591119611753031
6,fixed_dumb,15.0,40.0,0.5937574226653703,0.7033148658977055,0,0,32.60146291660239,15.062663298638148,17.53879961796424
7,fixed_dumb,15.0,40.0,0.8898526955970029,0.9012216993389107,0,0,38.18018359129336,21.576759303134065,16.603424288159296
8,fixed_dumb,15.0,40.0,0.35310171271093893,0.10441855170229963,0,0,12.924994516540732,9.768237679640656,3.156756836900076
9,fixed_dumb,15.0,40.0,0.6514291964601906,0.47316540777197724,0,0,27.53058506715086,16.331442322124193,11.199142745026668
10,fixed_dumb,15.0,40.0,0.29671140170813315,0.1971171218538711,0,0,14.73138972245546,8.527650837578928,6.2037388848765325
11,fixed_dumb,15.0,40.0,0.3301523944856032,0.26204441758693864,0,0,17.31771952457285,9.263352678683269,8.05436684588958
12,fixed_dumb,15.0,40.0,0.9231028030381048,0.2512639696048563,0,0,26.753558069638917,22.308261666838305,4.4452964028006114
13,fixed_dumb,15.0,40.0,0.2093433170075426,0.5782881231855396,0,0,25.917165069554443,6.605552974165938,19.311612095388504
14,fixed_dumb,15.0,40.0,0.36193227281368223,0.0017496459415983212,0,0,10.015064974371983,9.962510001901009,0.052554972470974064
15,fixed_dumb,15.0,40.0,0.8790026048629968,0.4468404496679047,0,0,29.676968171609005,21.338057306985927,8.338910864623077
16,fixed_dumb,15.0,40.0,0.5689194590410572,0.31028793434710744,0,0,22.423535041467424,14.516228098903259,7.907306942564167
17,fixed_dumb,15.0,40.0,0.13674783327231121,0.47798668405498634,0,0,21.73394617177453,5.0084523319908465,16.725493839783685
18,fixed_dumb,15.0,40.0,0.47310282453684804,0.5868047673643351,0,0,28.59922545603678,12.408262139810656,16.190963316226124
19,fixed_dumb,15.0,40.0,0.6068074056336994,0.21336839114479722,0,0,20.609344350197844,15.349762923941388,5.259581426256457
20,fixed_dumb,15.0,40.0,0.5476806943645341,0.004650474086459355,0,0,14.169659844015687,14.048975276019751,0.12068456799593617
21,fixed_dumb,15.0,40.0,0.516325734939851,0.8306451257448546,0,0,35.48824493644402,13.359166168676722,22.1290787677673
22,fixed_dumb,15.0,40.0,0.2654169289660404,0.862318810624394,0,0,35.572059009857206,7.8391724372528895,27.732886572604315
23,fixed_dumb,15.0,40.0,0.8158337064942887,0.7749959495340428,0,0,35.48829562858676,19.94834154287435,15.539954085712415
24,fixed_dumb,15.0,40.0,0.7796939248185899,0.0038287331245462353,0,0,19.233082925688606,19.153266346008976,0.07981657967962821
25,fixed_dumb,15.0,40.0,0.4266743123003789,0.6873105146401463,0,0,31.052964121174007,11.386834870608336,19.66612925056567
26,fixed_dumb,15.0,40.0,0.4438430832998982,0.2654881561402611,0,0,19.26072596630792,11.76454783259776,7.49617813371016
27,fixed_dumb,15.0,40.0,0.5859861258057736,0.6234000701691271,0,0,30.54421401135386,14.891694767727019,15.65251924362684
28,fixed_dumb,15.0,40.0,0.034191018565483566,0.7178057602031357,0,0,29.48888607454243,2.7522024084406382,26.736683666101793
29,fixed_dumb,15.0,40.0,0.038084995594341864,0.7065420753716959,0,0,29.094478426989504,2.837869903075521,26.256608523913982
30,fixed_dumb,15.0,40.0,0.10587056901717473,0.9067858500693251,0,0,36.674972274693836,4.329152518377844,32.34581975631599
31,fixed_dumb,15.0,40.0,0.16806696525306208,0.7237852458111516,0,0,30.525136001705846,5.697473235567366,24.82766276613848
32,fixed_dumb,15.0,40.0,0.875661748405396,0.3010866413285087,0,0,26.905549630522977,21.26455846491871,5.640991165604265
33,fixed_dumb,15.0,40.0,0.08868318847999734,0.41976236751739715,0,0,19.083031078803216,3.9510301465599413,15.132000932243276
34,fixed_dumb,15.0,40.0,0.7705529655336558,0.24332760719035118,0,0,24.073684510005634,18.952165241740428,5.121519268265206
35,fixed_dumb,15.0,40.0,0.5989181599587122,0.5221878085157795,0,0,28.138885491250143,15.17619951909167,12.962685972158475
36,fixed_dumb,15.0,40.0,0.7235347409590156,0.8785403126307304,0,0,37.317898555596884,17.917764301098345,19.400134254498536
37,fixed_dumb,15.0,40.0,0.10315931941937628,0.45741026776677496,0,0,20.613000300162113,4.269505027226279,16.343495272935833
38,fixed_dumb,15.0,40.0,0.8071420209402085,0.6051366672621766,0,0,32.00683070034896,19.757124460684587,12.249706239664366
39,fixed_dumb,15.0,40.0,0.0464839338023344,0.8168394333003812,0,0,33.22720698588308,3.0226465436513568,30.20456044223172
40,fixed_dumb,15.0,40.0,0.39528170273858776,0.8579082732518014,0,0,35.836172096838524,10.69619746024893,25.139974636589592
41,fixed_dumb,15.0,40.0,0.8287705130008882,0.3374058958697098,0,0,26.902470066060314,20.232951286019542,6.669518780040772
42,fixed_dumb,15.0,40.0,0.17792094483167809,0.702236780680279,0,0,29.85052055883531,5.914260786296918,23.936259772538392
43,fixed_dumb,15.0,40.0,0.9354052905050291,0.04363640891352605,0,0,23.33910991918486,22.57891639111064,0.7601935280742222
44,fixed_dumb,15.0,40.0,0.834217373991562,0.8754697541730737,0,0,37.55332714101456,20.352782227814366,17.2005449132002
45,fixed_dumb,15.0,40.0,0.7392791464755993,0.9766572286943969,0,0,39.492624819425075,18.264141222463184,21.228483596961887
46,fixed_dumb,15.0,40.0,0.49529548996637407,0.7994810848556935,0,0,34.5652357396427,12.89650077926023,21.668734960382473
47,fixed_dumb,15.0,40.0,0.9008018734338579,0.8768642510230692,0,0,37.76110163290884,21.817641215544874,15.943460417363967
48,fixed_dumb,15.0,40.0,0.22723272818049056,0.7913062962820732,0,0,33.112924131016925,6.999120019970793,26.113804111046132
49,fixed_dumb,15.0,40.0,0.21550949435459232,0.3428979590262151,0,0,18.145580471968056,6.741208875801031,11.404371596167026
50,fixed_dumb,15.0,40.0,0.9830501738828973,0.402647506015655,0,0,30.21960963637013,23.62710382542374,6.592505810946389
51,fixed_dumb,15.0,40.0,0.20112071352197503,0.9502101624118959,0,0,38.328289060213024,6.42465569748345,31.903633362729575
52,fixed_dumb,15.0,40.0,0.1832904704095235,0.6955126749736938,0,0,29.657293399832167,6.032390349009518,23.62490305082265
53,fixed_dumb,15.0,40.0,0.7937168720567228,0.4977139535136307,0,0,29.683934246805737,19.4617711852479,10.222163061557836
